client_id,legal_form,okved,business_age_months,history_months,has_rent,rent_amount_avg,equipment_spend_12m,equipment_spend_share,months_since_equipment,headcount,payroll_monthly,offline_txn_per_day,avg_ticket,online_acquiring_share,it_spend_monthly,has_insurance_payments,months_since_insurance,monthly_revenue,fixed_cost_ratio,revenue_volatility,gap_frequency_6m,gap_max_days,cash_buffer_days
296,ООО,74.20,62.0,12.0,1,225000.0,180000.0,0.02,12.0,6.0,330000.0,0.6,130870.0,0.448,24463.0,0,,3139381.0,0.141,0.194,0.0,0.0,1162.6
297,самозанятый,74.20,62.0,12.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,1845592.0,0.685,8152.0,1,3.0,488908.0,0.0,0.18,0.0,0.0,1383.3
298,самозанятый,96.02,17.0,12.0,0,0.0,250000.0,0.068,6.0,0.0,0.0,2.8,4597.0,0.036,2068.0,0,,331532.0,0.0,0.128,0.0,0.0,28.1
299,самозанятый,74.20,25.0,12.0,0,0.0,350000.0,0.215,8.0,0.0,0.0,0.0,1428526.0,0.75,25777.0,0,,476786.0,0.0,0.365,1.0,4.0,904.0
300,ИП,96.02,47.0,3.0,0,160000.0,0.0,0.0,,1.0,80000.0,7.1,3916.0,0.018,4562.0,0,,724544.0,0.258,0.167,2.0,34.0,0.0
301,самозанятый,74.20,17.0,5.0,0,0.0,700000.0,0.314,1.0,0.0,0.0,0.0,6881993.0,0.325,24826.0,0,,2040379.0,0.0,0.245,0.0,0.0,536.4
302,ИП,96.02,61.0,12.0,1,65000.0,500000.0,0.078,2.0,3.0,165000.0,6.4,2852.0,0.0,0.0,1,9.0,466618.0,0.458,0.14,5.0,157.0,0.0
303,самозанятый,74.20,15.0,4.0,0,0.0,700000.0,0.443,2.0,0.0,0.0,0.0,1937043.0,0.434,14806.0,0,,855470.0,0.0,0.098,0.0,0.0,140.0
304,ИП,96.02,57.0,12.0,1,57857.0,1400000.0,0.135,6.0,3.0,240000.0,9.2,2726.0,0.022,1968.0,0,,661736.0,0.414,0.136,2.0,341.0,0.0
305,ООО,96.02,37.0,12.0,1,100000.0,900000.0,0.105,3.0,7.0,315000.0,5.1,2752.0,0.079,0.0,0,,385714.0,1.011,0.159,1.0,356.0,0.0
306,ООО,96.02,37.0,12.0,1,67500.0,1400000.0,0.1,11.0,11.0,495000.0,9.8,3672.0,0.049,0.0,0,,975410.0,0.554,0.116,1.0,356.0,0.0
307,самозанятый,74.20,87.0,12.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,290488.0,0.949,23398.0,0,,475464.0,0.0,0.254,0.0,0.0,1263.1
308,самозанятый,74.20,18.0,12.0,0,0.0,700000.0,0.13,1.0,0.0,0.0,0.0,3167816.0,0.843,8049.0,0,,1681062.0,0.0,0.336,0.0,0.0,987.7
309,ИП,47.19,6.0,2.0,0,45000.0,200000.0,0.111,1.0,2.0,90000.0,15.8,1566.0,0.379,13134.0,0,,1216363.0,0.111,0.002,0.0,0.0,20.9
310,ООО,96.02,93.0,12.0,0,0.0,250000.0,0.02,11.0,8.0,640000.0,1.5,7075.0,0.138,1896.0,1,12.0,289992.0,2.207,0.21,1.0,356.0,0.0
311,ООО,96.02,82.0,12.0,1,56250.0,1400000.0,0.152,3.0,7.0,315000.0,8.1,2666.0,0.137,0.0,1,9.0,635344.0,0.555,0.203,3.0,81.0,0.0
312,ИП,96.02,6.0,12.0,1,70714.0,0.0,0.0,,1.0,55000.0,11.8,2595.0,0.062,4273.0,0,,843846.0,0.114,0.099,1.0,4.0,65.9
313,самозанятый,96.02,9.0,12.0,0,0.0,900000.0,0.492,5.0,0.0,0.0,0.2,16817.0,0.056,1977.0,0,,40080.0,0.0,0.154,2.0,346.0,0.0
314,самозанятый,96.02,53.0,12.0,0,0.0,0.0,0.0,,0.0,0.0,3.0,4443.0,0.045,4395.0,0,,342058.0,0.0,0.193,0.0,2.0,13.4
315,ООО,96.02,13.0,12.0,1,120000.0,900000.0,0.053,9.0,3.0,135000.0,11.5,5245.0,0.047,2084.0,0,,1642721.0,0.107,0.172,0.0,0.0,54.6
316,самозанятый,96.02,34.0,12.0,0,0.0,250000.0,0.15,5.0,0.0,0.0,0.9,5082.0,0.036,4503.0,1,1.0,98365.0,0.0,0.247,3.0,246.0,0.0
317,самозанятый,74.20,77.0,12.0,0,0.0,700000.0,0.213,1.0,0.0,0.0,0.0,2560619.0,0.779,7724.0,0,,967204.0,0.0,0.227,0.0,0.0,911.0
318,ИП,74.20,37.0,12.0,1,57143.0,350000.0,0.035,12.0,3.0,165000.0,0.0,6985513.0,0.903,23835.0,1,12.0,6000403.0,0.033,0.155,0.0,0.0,2225.7
319,ООО,96.02,44.0,12.0,1,158889.0,500000.0,0.056,2.0,4.0,320000.0,5.0,2743.0,0.126,4415.0,0,,402614.0,1.091,0.125,1.0,359.0,0.0
320,ООО,96.02,11.0,12.0,1,110000.0,250000.0,0.024,5.0,5.0,225000.0,6.1,5411.0,0.098,1970.0,0,,933306.0,0.32,0.193,3.0,77.0,34.9
321,ИП,74.20,94.0,12.0,1,54444.0,0.0,0.0,,0.0,0.0,0.1,751716.0,0.641,7939.0,0,,3143988.0,0.013,0.067,0.0,0.0,2378.5
322,ИП,74.20,30.0,12.0,1,89091.0,1100000.0,0.167,1.0,0.0,0.0,0.0,3379923.0,0.908,2930.0,0,,3076203.0,0.027,0.209,0.0,1.0,1654.4
323,ИП,47.19,84.0,12.0,1,146667.0,200000.0,0.043,11.0,3.0,165000.0,10.5,937.0,0.191,0.0,0,,369266.0,0.645,0.107,8.0,177.0,0.0
324,ООО,74.20,70.0,2.0,0,60000.0,350000.0,0.153,2.0,6.0,330000.0,0.0,1347082.0,0.887,2988.0,0,,5968669.0,0.06,0.082,0.0,0.0,252.5
325,самозанятый,74.20,23.0,12.0,0,0.0,700000.0,0.363,8.0,0.0,0.0,0.0,3051141.0,0.54,14983.0,0,,552214.0,0.0,0.15,0.0,0.0,877.0
326,ООО,96.02,21.0,12.0,1,68571.0,500000.0,0.042,4.0,9.0,585000.0,4.2,2968.0,0.045,4473.0,0,,321691.0,1.943,0.214,1.0,356.0,0.0
327,ООО,96.02,20.0,12.0,0,0.0,250000.0,0.021,8.0,10.0,650000.0,0.9,7099.0,0.042,0.0,0,,130980.0,4.963,0.24,1.0,356.0,0.0
328,ИП,96.02,16.0,2.0,0,0.0,0.0,0.0,,2.0,160000.0,2.0,7121.0,0.065,1934.0,0,,380690.0,0.42,0.054,1.0,34.0,0.0
329,ИП,74.20,53.0,12.0,0,0.0,1100000.0,0.246,6.0,3.0,135000.0,0.0,7320154.0,0.402,15538.0,1,6.0,1020839.0,0.132,0.25,0.0,0.0,625.5
330,самозанятый,96.02,26.0,12.0,0,0.0,0.0,0.0,,0.0,0.0,1.7,6962.0,0.128,2098.0,0,,315460.0,0.0,0.106,3.0,6.0,4.6
331,ИП,96.02,34.0,12.0,1,60000.0,900000.0,0.095,2.0,0.0,0.0,10.6,3671.0,0.046,1926.0,0,,1034089.0,0.044,0.175,0.0,1.0,109.1
332,ООО,96.02,79.0,12.0,1,125714.0,1400000.0,0.078,4.0,12.0,780000.0,7.1,2683.0,0.135,2094.0,1,1.0,565801.0,1.508,0.116,1.0,359.0,0.0
333,ООО,74.20,15.0,12.0,1,88889.0,700000.0,0.046,7.0,11.0,715000.0,0.0,7442925.0,0.342,3056.0,1,1.0,1886259.0,0.414,0.267,1.0,34.0,180.6
334,ИП,96.02,61.0,12.0,1,250000.0,0.0,0.0,,3.0,240000.0,8.3,2642.0,0.134,0.0,1,11.0,655323.0,0.557,0.105,7.0,173.0,0.0
335,ИП,47.19,44.0,12.0,1,110000.0,0.0,0.0,,0.0,0.0,6.4,2686.0,0.69,5037.0,0,,1680575.0,0.033,0.109,0.0,0.0,201.7
336,ИП,47.19,39.0,12.0,1,216667.0,200000.0,0.023,10.0,0.0,0.0,9.7,1576.0,0.468,0.0,0,,866479.0,0.188,0.068,7.0,14.0,61.5
337,ООО,96.02,76.0,12.0,1,200000.0,900000.0,0.066,5.0,7.0,315000.0,7.1,5369.0,0.088,4296.0,0,,1082757.0,0.383,0.152,5.0,154.0,0.0
338,ООО,96.02,36.0,12.0,1,183333.0,0.0,0.0,,6.0,480000.0,5.2,5790.0,0.026,1944.0,0,,776398.0,0.795,0.12,1.0,356.0,0.0
339,ИП,96.02,26.0,12.0,1,259091.0,0.0,0.0,,3.0,135000.0,6.2,2763.0,0.044,1885.0,0,,455942.0,0.817,0.18,2.0,328.0,0.0
340,самозанятый,96.02,14.0,12.0,0,0.0,900000.0,0.333,12.0,0.0,0.0,1.4,3888.0,0.094,0.0,0,,135589.0,0.0,0.154,1.0,354.0,0.0
341,самозанятый,74.20,96.0,2.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,461350.0,0.88,22793.0,0,,1918577.0,0.0,0.089,0.0,0.0,245.5
342,ИП,96.02,4.0,12.0,1,70000.0,500000.0,0.077,8.0,1.0,55000.0,6.0,2740.0,0.057,0.0,0,,451798.0,0.199,0.094,6.0,232.0,0.0
343,ООО,74.20,63.0,12.0,1,183333.0,180000.0,0.018,8.0,5.0,400000.0,0.0,3306756.0,0.852,14429.0,0,,1863099.0,0.288,0.248,0.0,0.0,438.9
344,ИП,74.20,79.0,12.0,1,52500.0,1100000.0,0.206,12.0,2.0,160000.0,0.0,3886387.0,0.687,25274.0,0,,1033351.0,0.197,0.164,1.0,21.0,477.0
345,самозанятый,96.02,27.0,12.0,0,0.0,900000.0,0.375,4.0,0.0,0.0,0.9,5323.0,0.014,4633.0,0,,102983.0,0.0,0.157,2.0,307.0,0.0
346,ООО,96.02,48.0,4.0,1,90000.0,1400000.0,0.243,1.0,7.0,315000.0,7.6,5569.0,0.014,0.0,0,,1114360.0,0.363,0.072,4.0,22.0,0.0
347,ИП,74.20,69.0,12.0,1,130625.0,350000.0,0.05,6.0,3.0,240000.0,0.0,9642185.0,0.577,25557.0,0,,1897965.0,0.172,0.287,0.0,0.0,806.4
348,ИП,47.19,75.0,12.0,1,140000.0,200000.0,0.028,9.0,2.0,90000.0,27.0,920.0,0.128,5051.0,0,,855836.0,0.214,0.184,0.0,0.0,158.9
349,ООО,74.20,27.0,12.0,1,100000.0,1100000.0,0.204,10.0,3.0,165000.0,0.0,1105005.0,0.822,25384.0,0,,517255.0,0.448,0.232,1.0,177.0,54.2
350,ИП,96.02,51.0,3.0,0,0.0,0.0,0.0,,1.0,45000.0,2.7,6391.0,0.058,0.0,0,,477286.0,0.094,0.056,1.0,3.0,1.2
351,ООО,74.20,29.0,12.0,0,0.0,700000.0,0.059,5.0,11.0,605000.0,0.0,2062191.0,0.816,2987.0,0,,931654.0,0.649,0.236,6.0,129.0,0.0
352,ООО,96.02,80.0,12.0,1,214286.0,0.0,0.0,,3.0,135000.0,5.5,3880.0,0.055,1849.0,0,,587822.0,0.442,0.101,5.0,46.0,22.0
353,ИП,74.20,35.0,12.0,1,61111.0,350000.0,0.071,8.0,3.0,195000.0,0.1,221538.0,0.643,2852.0,1,11.0,1499997.0,0.161,0.165,0.0,0.0,954.3
354,самозанятый,74.20,87.0,12.0,0,0.0,700000.0,0.136,6.0,0.0,0.0,0.0,1492896.0,0.935,15377.0,0,,1922562.0,0.0,0.219,0.0,0.0,1256.6
355,ООО,74.20,78.0,5.0,0,0.0,180000.0,0.033,5.0,9.0,720000.0,0.0,817149.0,0.697,8128.0,0,,539548.0,1.334,0.241,1.0,144.0,0.0
356,ООО,74.20,39.0,12.0,1,175000.0,1100000.0,0.149,2.0,4.0,260000.0,0.5,69169.0,0.417,8212.0,0,,1513675.0,0.23,0.066,0.0,0.0,523.4
357,ИП,96.02,84.0,12.0,1,160000.0,250000.0,0.033,11.0,0.0,0.0,5.4,4001.0,0.037,0.0,0,,575934.0,0.139,0.076,5.0,307.0,0.0
358,самозанятый,96.02,42.0,12.0,0,0.0,1400000.0,0.51,8.0,0.0,0.0,0.8,5649.0,0.0,0.0,0,,93683.0,0.0,0.262,3.0,307.0,0.0
359,самозанятый,74.20,9.0,12.0,0,0.0,700000.0,0.23,10.0,0.0,0.0,0.0,2882016.0,0.791,8045.0,0,,1151391.0,0.0,0.283,0.0,0.0,1274.6
360,ООО,74.20,96.0,12.0,1,225000.0,0.0,0.0,,10.0,450000.0,0.0,9871100.0,0.551,15358.0,1,8.0,1832921.0,0.307,0.2,0.0,0.0,397.2
361,самозанятый,74.20,20.0,12.0,0,0.0,350000.0,0.125,2.0,0.0,0.0,0.0,2828791.0,0.77,3123.0,0,,1022999.0,0.0,0.332,0.0,0.0,1213.7
362,ИП,96.02,41.0,12.0,1,83571.0,1400000.0,0.189,10.0,2.0,130000.0,4.9,3847.0,0.138,0.0,0,,554972.0,0.322,0.101,4.0,293.0,0.0
363,ИП,74.20,33.0,12.0,1,137222.0,350000.0,0.059,1.0,3.0,195000.0,0.0,7914443.0,0.316,24501.0,0,,963703.0,0.309,0.333,1.0,44.0,346.7
364,самозанятый,74.20,47.0,12.0,0,0.0,180000.0,0.132,10.0,0.0,0.0,0.0,2607101.0,0.607,3038.0,0,,553510.0,0.0,0.208,0.0,0.0,1392.8
365,ООО,74.20,69.0,12.0,1,180000.0,0.0,0.0,,6.0,480000.0,0.5,69338.0,0.428,8309.0,0,,1586672.0,0.397,0.059,0.0,0.0,272.3
366,ИП,47.19,53.0,12.0,1,100000.0,0.0,0.0,,3.0,195000.0,12.0,1571.0,0.538,11971.0,0,,1240151.0,0.218,0.087,6.0,9.0,35.2
367,ООО,96.02,85.0,12.0,1,97778.0,500000.0,0.04,9.0,5.0,275000.0,8.1,3908.0,0.0,4514.0,1,2.0,815468.0,0.427,0.094,3.0,310.0,0.0
368,ИП,74.20,86.0,12.0,1,66667.0,350000.0,0.078,4.0,0.0,0.0,0.0,4884097.0,0.777,14648.0,0,,1828933.0,0.018,0.165,0.0,0.0,1393.3
369,ИП,96.02,18.0,12.0,1,94286.0,900000.0,0.177,6.0,1.0,80000.0,4.2,2773.0,0.118,4747.0,0,,333404.0,0.405,0.139,3.0,172.0,0.0
370,ИП,96.02,69.0,2.0,0,45000.0,0.0,0.0,,2.0,160000.0,4.7,3849.0,0.107,4720.0,0,,532220.0,0.343,0.044,0.0,0.0,11.8
371,ИП,96.02,58.0,12.0,1,86667.0,1400000.0,0.103,2.0,1.0,80000.0,6.8,5346.0,0.116,2032.0,0,,1036361.0,0.14,0.147,2.0,50.0,0.0
372,ООО,74.20,11.0,12.0,1,214286.0,350000.0,0.028,2.0,9.0,585000.0,0.0,3479153.0,0.796,2966.0,0,,1423667.0,0.499,0.118,1.0,5.0,126.4
373,ИП,96.02,34.0,12.0,1,240000.0,1400000.0,0.082,3.0,2.0,130000.0,10.0,5288.0,0.074,0.0,1,10.0,1477029.0,0.223,0.1,12.0,55.0,13.3
374,ИП,74.20,22.0,12.0,1,114000.0,350000.0,0.071,1.0,3.0,165000.0,0.0,2674883.0,0.555,24777.0,1,1.0,500899.0,0.519,0.269,4.0,78.0,76.4
375,ИП,96.02,41.0,12.0,1,128333.0,0.0,0.0,,2.0,90000.0,5.5,3917.0,0.058,4404.0,0,,593689.0,0.26,0.125,3.0,6.0,26.9
376,ООО,96.02,86.0,12.0,1,81818.0,250000.0,0.017,10.0,8.0,360000.0,10.2,5336.0,0.023,4702.0,0,,1425757.0,0.305,0.153,0.0,1.0,52.6
377,ООО,96.02,75.0,12.0,1,165000.0,0.0,0.0,,4.0,220000.0,10.0,5240.0,0.106,0.0,0,,1519071.0,0.217,0.153,2.0,5.0,58.5
378,самозанятый,96.02,9.0,12.0,0,0.0,1400000.0,0.225,11.0,0.0,0.0,2.7,5921.0,0.137,0.0,0,,458041.0,0.0,0.156,1.0,323.0,0.0
379,ООО,74.20,62.0,12.0,1,137500.0,700000.0,0.101,12.0,3.0,240000.0,0.0,3910674.0,0.661,24756.0,0,,962632.0,0.345,0.203,5.0,44.0,241.3
380,ИП,47.19,42.0,12.0,1,188571.0,200000.0,0.022,9.0,1.0,45000.0,8.2,1619.0,0.501,5182.0,0,,800801.0,0.194,0.118,1.0,11.0,27.1
381,ИП,74.20,79.0,12.0,0,0.0,180000.0,0.032,6.0,2.0,160000.0,0.0,4061124.0,0.824,8088.0,0,,1921999.0,0.083,0.298,0.0,0.0,1134.5
382,ООО,96.02,59.0,12.0,1,200000.0,900000.0,0.06,5.0,5.0,400000.0,6.8,5730.0,0.0,2010.0,0,,1004701.0,0.547,0.184,3.0,266.0,0.0
383,ИП,96.02,42.0,12.0,1,250000.0,0.0,0.0,,1.0,80000.0,9.3,3762.0,0.022,0.0,0,,927481.0,0.288,0.081,0.0,2.0,53.0
384,ООО,74.20,94.0,12.0,1,91429.0,700000.0,0.048,2.0,9.0,720000.0,0.0,6897504.0,0.399,25077.0,0,,955861.0,0.809,0.311,2.0,356.0,0.0
385,самозанятый,74.20,90.0,5.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,4324472.0,0.542,7855.0,0,,1890405.0,0.0,0.196,0.0,0.0,611.7
386,ИП,47.19,45.0,12.0,0,0.0,200000.0,0.042,6.0,2.0,130000.0,1.5,3128.0,0.644,0.0,0,,376814.0,0.345,0.153,6.0,172.0,0.0
387,ИП,47.19,89.0,12.0,1,188571.0,200000.0,0.044,2.0,2.0,90000.0,12.4,932.0,0.236,4783.0,1,10.0,454356.0,0.44,0.125,2.0,56.0,70.0
388,ИП,47.19,49.0,12.0,1,96000.0,400000.0,0.036,4.0,2.0,110000.0,18.4,1552.0,0.169,4868.0,0,,1039104.0,0.183,0.068,0.0,2.0,47.0
389,ООО,74.20,63.0,3.0,1,80000.0,0.0,0.0,,3.0,240000.0,0.1,485306.0,0.642,8008.0,0,,3167297.0,0.101,0.039,0.0,0.0,396.9
390,ИП,74.20,74.0,12.0,0,0.0,1100000.0,0.16,11.0,3.0,240000.0,0.0,11197876.0,0.532,7751.0,0,,1995594.0,0.12,0.263,0.0,0.0,890.3
391,самозанятый,74.20,57.0,12.0,0,0.0,350000.0,0.138,5.0,0.0,0.0,0.0,3858426.0,0.675,14983.0,0,,988256.0,0.0,0.293,0.0,0.0,1322.6
392,ИП,47.19,67.0,12.0,1,72000.0,400000.0,0.058,10.0,1.0,65000.0,4.1,2794.0,0.591,0.0,0,,847484.0,0.112,0.093,0.0,1.0,171.0
393,ООО,74.20,7.0,12.0,1,80000.0,700000.0,0.083,11.0,4.0,320000.0,0.0,16079331.0,0.305,26362.0,0,,1928283.0,0.197,0.266,0.0,0.0,631.5
394,ООО,74.20,90.0,12.0,0,0.0,0.0,0.0,,3.0,195000.0,0.0,1605693.0,0.867,7599.0,0,,1006882.0,0.194,0.186,0.0,0.0,677.2
395,ООО,74.20,40.0,12.0,1,91429.0,0.0,0.0,,10.0,800000.0,0.0,2260576.0,0.639,23592.0,1,9.0,521956.0,1.635,0.248,1.0,356.0,0.0
396,ИП,96.02,32.0,4.0,0,110000.0,0.0,0.0,,1.0,80000.0,8.2,3710.0,0.094,0.0,0,,862545.0,0.157,0.023,0.0,0.0,36.9
397,самозанятый,96.02,49.0,12.0,0,0.0,1400000.0,0.321,7.0,0.0,0.0,2.1,4720.0,0.085,0.0,0,,275272.0,0.0,0.146,4.0,201.0,0.0
398,ИП,47.19,61.0,12.0,1,283333.0,400000.0,0.042,10.0,2.0,130000.0,6.5,1612.0,0.58,12425.0,0,,754896.0,0.454,0.067,7.0,251.0,0.0
399,самозанятый,96.02,92.0,12.0,0,0.0,0.0,0.0,,0.0,0.0,1.4,5945.0,0.0,1887.0,0,,194711.0,0.0,0.195,5.0,65.0,0.0
400,самозанятый,74.20,81.0,2.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,1024375.0,0.473,3259.0,0,,972167.0,0.0,0.063,0.0,0.0,270.8
