avg_daily_income_30d,avg_daily_income_10d,income_volatility,income_trend,current_balance,upcoming_fixed_expenses_30d,n_recurring_patterns,avg_pattern_confidence,business_age_months,account_age_days,industry,gap_within_21d
8850.81,8435.57,0.166,0.953,4995.4,73281.15,2,0.508,12,371,Beauty,0
5603.04,3833.77,0.195,0.684,-1523.96,106214.51,3,0.706,26,790,Retail,1
8222.28,8941.37,0.32,1.087,8531.62,44882.66,3,0.846,10,327,Retail,0
3966.7,1715.43,0.639,0.432,17967.65,90199.55,2,0.672,19,573,IT,1
9306.84,7278.72,0.493,0.782,-3653.98,19649.55,1,0.472,15,469,Beauty,0
3410.22,1786.02,0.335,0.524,8565.19,49824.68,2,0.902,14,424,Services,0
9224.96,8060.13,0.306,0.874,4643.49,28556.06,1,0.63,2,77,Beauty,0
8017.03,6090.75,0.65,0.76,-4416.52,108984.93,4,0.677,29,895,Retail,1
8979.55,8295.37,0.422,0.924,6303.03,100770.99,3,0.742,7,213,Services,0
6827.08,4294.94,0.717,0.629,7208.61,108641.5,4,0.599,25,762,Services,1
3713.7,4335.5,0.249,1.167,12966.1,92452.52,2,0.518,31,958,Services,0
9198.32,4673.05,0.384,0.508,11367.75,108839.29,4,0.91,8,244,Services,0
3281.85,1161.69,0.748,0.354,20962.51,76250.95,2,0.943,35,1065,IT,1
2652.18,2816.47,0.202,1.062,23706.4,100198.46,3,0.943,12,379,Beauty,0
9338.66,11059.2,0.237,1.184,7025.9,36095.26,3,0.318,32,960,IT,0
9336.39,6583.52,0.721,0.705,-3850.78,168821.27,4,0.885,7,225,IT,1
6297.22,6741.47,0.795,1.071,10521.41,54671.38,1,0.428,35,1054,Services,0
4177.68,1293.33,0.106,0.31,4922.75,104345.18,3,0.788,28,840,HoReCa,1
4435.34,5128.41,0.514,1.156,6261.25,30613.78,1,0.852,17,535,Beauty,0
9883.12,11558.57,0.8,1.17,17799.5,116822.69,4,0.943,11,335,HoReCa,0
5212.26,5688.06,0.739,1.091,4163.13,0.0,0,0.0,13,414,HoReCa,0
2780.56,3065.14,0.396,1.102,3453.56,0.0,0,0.0,4,137,HoReCa,0
6281.44,8145.91,0.59,1.297,-3990.69,35575.64,1,0.452,19,590,IT,0
6274.39,3076.47,0.666,0.49,21152.39,84367.45,3,0.469,11,330,Services,0
3219.22,1000.28,0.583,0.311,4153.36,47256.61,1,0.573,2,67,IT,1
8205.84,3505.35,0.104,0.427,11138.79,12340.75,1,0.552,4,121,Beauty,0
9632.53,6067.54,0.317,0.63,687.67,44477.42,2,0.59,30,902,Retail,0
7090.94,4922.59,0.671,0.694,-4011.37,126837.09,4,0.937,20,604,Services,0
4423.86,3342.13,0.303,0.755,5111.25,105894.47,3,0.67,34,1022,Services,0
4109.11,4820.35,0.402,1.173,24400.63,12433.23,1,0.67,13,418,Retail,0
4141.43,3211.61,0.233,0.775,-2928.97,167536.08,4,0.557,4,137,Retail,1
8985.3,3631.6,0.61,0.404,19946.09,61676.73,3,0.764,30,917,HoReCa,0
2435.81,2629.13,0.569,1.079,16775.94,89339.86,3,0.923,27,835,HoReCa,0
8298.88,3813.26,0.376,0.459,282.89,79487.76,2,0.549,17,514,Retail,0
5107.56,2240.28,0.18,0.439,13523.09,0.0,0,0.0,29,874,IT,0
8728.04,11139.09,0.786,1.276,18169.59,41055.71,1,0.787,3,115,Beauty,0
1573.79,1857.84,0.211,1.18,2196.22,51049.84,1,0.411,9,293,Retail,0
3773.59,1526.1,0.263,0.404,3004.2,135344.31,4,0.426,20,623,IT,1
7713.33,10013.14,0.224,1.298,19710.18,92267.99,3,0.567,15,467,Services,0
8182.22,6018.9,0.264,0.736,24261.43,84706.48,2,0.979,5,160,Services,0
4141.71,4968.78,0.481,1.2,18443.47,0.0,0,0.0,17,514,Services,0
8360.17,8918.89,0.18,1.067,6608.38,24715.45,2,0.766,22,665,Retail,0
4235.05,2806.72,0.316,0.663,24989.69,48352.0,2,0.765,20,619,HoReCa,0
5499.01,4933.34,0.228,0.897,15793.97,54446.53,3,0.777,24,736,Services,0
7411.84,4594.25,0.557,0.62,2295.03,85660.3,2,0.702,11,342,Beauty,1
5840.46,6671.23,0.188,1.142,11468.89,162856.55,4,0.844,11,331,HoReCa,0
6860.31,3170.46,0.221,0.462,11415.49,28143.85,1,0.467,18,546,HoReCa,0
4685.22,1436.1,0.635,0.307,9311.5,128833.02,3,0.65,15,477,IT,1
6306.26,4654.68,0.658,0.738,23801.75,0.0,0,0.0,21,653,HoReCa,0
8324.08,7979.42,0.358,0.959,9644.78,45670.89,1,0.463,12,389,HoReCa,0
8821.2,11082.79,0.535,1.256,-4407.31,56086.36,2,0.471,14,446,Services,0
5316.88,6458.61,0.743,1.215,9860.41,126144.59,3,0.624,16,480,IT,0
3847.05,3647.55,0.532,0.948,22318.11,0.0,0,0.0,14,420,Services,0
5568.06,5800.58,0.338,1.042,21305.18,128234.04,4,0.461,26,794,IT,0
3638.02,2427.68,0.302,0.667,8510.41,58856.26,2,0.589,13,407,Services,0
8171.75,3326.82,0.369,0.407,17880.03,59900.74,3,0.791,23,698,Services,0
8660.86,3701.44,0.449,0.427,-1540.62,64248.4,2,0.752,32,976,IT,0
6909.78,5977.32,0.503,0.865,13453.7,98791.1,3,0.53,3,110,HoReCa,0
9408.77,5536.52,0.298,0.588,2029.0,107991.88,3,0.869,22,660,Services,0
2162.78,2360.01,0.469,1.091,-2564.16,50426.57,1,0.703,20,610,Services,1
1701.06,1605.79,0.758,0.944,-2251.21,115371.52,4,0.515,32,989,Services,1
1665.03,588.06,0.298,0.353,22004.64,0.0,0,0.0,10,316,Beauty,0
1686.5,2134.37,0.638,1.266,5167.25,165673.95,4,0.894,5,153,IT,1
3091.6,2145.86,0.576,0.694,18867.26,54666.69,1,0.74,31,957,Retail,0
5310.86,6813.33,0.355,1.283,20048.22,73665.31,2,0.85,26,794,Retail,0
8277.05,3479.65,0.399,0.42,24802.49,42924.58,1,0.651,29,875,IT,0
3464.91,2761.54,0.786,0.797,24882.31,16537.13,1,0.602,11,353,Retail,0
7029.25,7713.4,0.449,1.097,-3162.74,43060.35,1,0.394,35,1062,Retail,1
6192.04,2022.52,0.248,0.327,16580.67,0.0,0,0.0,3,94,Beauty,0
7768.08,2687.62,0.448,0.346,12397.18,45821.37,2,0.772,3,105,Beauty,0
3612.27,3066.15,0.255,0.849,22184.82,0.0,0,0.0,4,134,IT,0
5982.71,6893.43,0.153,1.152,7400.9,0.0,0,0.0,32,969,HoReCa,0
4255.9,2140.6,0.621,0.503,1058.01,0.0,0,0.0,16,507,IT,0
5816.32,2672.26,0.735,0.459,15692.64,0.0,0,0.0,29,894,Services,0
3060.97,3386.68,0.342,1.106,212.67,38627.65,1,0.464,34,1043,IT,0
7519.28,8923.05,0.269,1.187,14137.05,62011.67,2,0.306,8,261,Beauty,0
2205.77,1844.34,0.181,0.836,10345.93,141161.13,4,0.347,30,920,Retail,1
3613.92,2068.44,0.676,0.572,24781.03,64869.98,3,0.895,32,989,Beauty,0
3962.88,4520.38,0.379,1.141,8148.24,90084.69,3,0.568,6,182,IT,0
9926.9,5837.46,0.469,0.588,18723.3,101676.14,2,0.444,35,1074,Services,0
5854.28,7199.85,0.38,1.23,17316.49,16748.11,1,0.507,5,175,Services,0
6662.12,7256.52,0.531,1.089,23472.6,77258.86,3,0.753,17,511,IT,0
6972.84,4598.39,0.639,0.659,382.98,0.0,0,0.0,34,1021,Services,0
4216.75,2311.03,0.377,0.548,-3839.9,149063.35,4,0.637,15,454,HoReCa,1
8222.8,7592.69,0.756,0.923,21938.51,52622.45,3,0.452,2,86,Services,0
4420.79,1559.82,0.18,0.353,5960.4,158002.17,4,0.455,25,759,Beauty,1
3691.33,2285.04,0.51,0.619,9990.79,19624.89,1,0.859,11,346,Beauty,0
3019.45,3649.49,0.438,1.209,4678.36,14681.26,1,0.448,9,285,IT,0
6932.82,8641.8,0.781,1.247,1933.09,49079.91,2,0.627,17,532,HoReCa,0
2067.6,2459.67,0.11,1.19,9697.48,14834.56,1,0.783,8,260,HoReCa,0
2105.4,2674.58,0.416,1.27,14251.92,112480.86,4,0.308,28,843,IT,1
2533.1,1730.03,0.438,0.683,10368.61,103368.44,4,0.894,1,44,Retail,1
6051.88,7237.51,0.623,1.196,20877.95,0.0,0,0.0,1,39,IT,0
5045.0,4524.61,0.329,0.897,19529.09,0.0,0,0.0,10,318,Beauty,0
2097.42,1586.14,0.709,0.756,8888.55,106962.56,3,0.517,12,381,HoReCa,1
2177.78,766.32,0.536,0.352,6472.07,54949.36,1,0.51,4,124,Services,1
5740.76,2716.16,0.248,0.473,10252.5,41493.47,1,0.565,25,767,HoReCa,0
4672.06,5389.53,0.791,1.154,6638.99,63495.23,2,0.977,30,922,HoReCa,0
8310.37,4954.59,0.482,0.596,9672.79,24358.46,1,0.679,14,427,IT,0
6495.51,4621.53,0.545,0.711,-3541.96,131048.07,4,0.557,12,378,Retail,1
6292.08,7077.88,0.705,1.125,12682.62,127033.96,4,0.5,13,402,HoReCa,0
5837.66,3425.19,0.399,0.587,9305.84,118641.41,3,0.718,28,851,Beauty,0
7553.4,9755.81,0.753,1.292,7852.93,53364.34,3,0.751,22,671,Services,0
9474.69,5917.51,0.587,0.625,1571.05,58367.55,4,0.517,10,301,HoReCa,0
8195.24,6160.2,0.614,0.752,-226.37,42728.46,2,0.643,13,409,HoReCa,0
8346.89,8737.92,0.365,1.047,21512.08,149004.77,4,0.396,20,602,Beauty,0
9554.28,12155.1,0.677,1.272,387.36,85725.15,2,0.865,18,556,Beauty,0
2879.62,1849.53,0.719,0.642,-1249.05,0.0,0,0.0,16,500,Services,0
1952.57,2210.51,0.268,1.132,8876.34,24338.51,1,0.478,13,400,Retail,0
5136.09,5311.47,0.538,1.034,18548.74,0.0,0,0.0,4,147,HoReCa,0
9140.99,6137.2,0.233,0.671,20786.36,59439.21,2,0.821,6,205,Retail,0
4239.86,4237.19,0.604,0.999,4764.13,0.0,0,0.0,30,927,HoReCa,0
2806.82,2365.75,0.763,0.843,-3096.52,55376.96,2,0.716,20,620,Services,1
5679.53,4637.93,0.602,0.817,-4770.83,107026.47,4,0.741,10,309,Services,1
2893.68,1249.79,0.693,0.432,-3942.67,0.0,0,0.0,30,912,IT,1
2437.91,2562.65,0.171,1.051,4364.85,96714.33,4,0.838,1,30,HoReCa,1
3873.17,2921.93,0.216,0.754,1523.38,19702.21,1,0.625,6,199,Beauty,0
5490.48,1716.33,0.697,0.313,3946.19,78551.77,4,0.71,6,188,Services,1
4363.62,5579.27,0.798,1.279,18364.7,85679.79,4,0.844,1,32,Beauty,0
2732.0,2582.47,0.691,0.945,21074.93,151774.81,3,0.734,28,863,Retail,1
7184.81,4216.94,0.579,0.587,-4175.2,26789.54,1,0.417,30,903,Retail,0
1784.55,2145.68,0.741,1.202,6361.51,135337.15,4,0.433,34,1048,HoReCa,1
2894.09,2541.25,0.759,0.878,19167.77,80567.55,2,0.303,22,687,HoReCa,0
3813.97,2224.84,0.706,0.583,6006.55,50185.1,2,0.568,33,1017,Services,0
3629.14,3027.11,0.514,0.834,20334.2,129562.36,3,0.322,25,779,Services,1
8505.52,8193.59,0.594,0.963,-1887.49,22725.61,2,0.607,6,202,HoReCa,1
8071.86,8900.35,0.195,1.103,13300.85,0.0,0,0.0,26,793,HoReCa,0
2352.52,2583.11,0.309,1.098,5933.8,0.0,0,0.0,14,428,Beauty,0
9281.34,5169.43,0.262,0.557,5848.61,157073.12,4,0.889,15,472,HoReCa,0
7307.18,2482.46,0.248,0.34,-583.99,107759.97,3,0.763,30,927,Services,1
4519.99,3496.02,0.215,0.773,16903.4,0.0,0,0.0,15,461,IT,0
8724.87,2982.81,0.165,0.342,10121.36,92362.49,4,0.692,12,385,Services,0
3858.38,3577.59,0.472,0.927,14193.15,82027.78,2,0.66,4,129,HoReCa,0
9936.48,4347.85,0.667,0.438,4326.54,129835.52,4,0.864,11,359,Retail,1
6235.38,2571.88,0.755,0.412,-1075.36,47590.98,1,0.63,14,445,Beauty,0
8025.13,7117.85,0.427,0.887,20140.88,87855.89,2,0.659,22,681,Retail,0
6920.98,4040.92,0.215,0.584,18452.72,87049.29,3,0.834,4,139,Services,0
7199.19,8238.22,0.713,1.144,1155.86,16233.17,1,0.905,34,1041,HoReCa,0
4515.42,1607.25,0.726,0.356,12744.4,84842.51,2,0.459,16,498,HoReCa,1
4213.23,1484.58,0.402,0.352,24776.14,119358.27,4,0.456,17,527,Beauty,1
6202.51,3372.53,0.332,0.544,19456.66,50689.64,2,0.664,4,144,Services,0
7619.15,3385.68,0.556,0.444,12848.2,108228.54,4,0.79,12,367,HoReCa,0
7301.56,5616.49,0.691,0.769,19872.43,42074.17,1,0.91,21,651,Beauty,0
2819.38,1330.09,0.19,0.472,-4693.62,108055.43,3,0.388,23,712,Retail,1
6383.29,6146.78,0.301,0.963,10072.07,0.0,0,0.0,28,845,IT,0
3580.74,1230.35,0.336,0.344,22146.78,39533.75,1,0.347,12,376,IT,0
3875.52,1395.77,0.692,0.36,23590.02,74756.07,2,0.659,35,1072,IT,1
7924.09,6229.09,0.702,0.786,13595.87,56665.96,2,0.492,23,699,HoReCa,0
3022.92,3547.78,0.445,1.174,18203.9,27234.2,1,0.498,25,753,Beauty,0
2470.56,2777.13,0.603,1.124,16864.19,0.0,0,0.0,17,527,HoReCa,0
9944.19,5052.73,0.261,0.508,11343.66,61461.36,2,0.706,32,985,HoReCa,0
8061.8,8904.32,0.685,1.105,13635.81,42538.19,1,0.328,5,179,Services,0
2186.45,2167.14,0.233,0.991,22075.5,114724.02,4,0.629,17,517,Retail,1
3277.22,3160.41,0.334,0.964,11833.37,0.0,0,0.0,8,266,Beauty,0
7555.65,2895.66,0.121,0.383,23325.51,71461.67,2,0.971,1,42,Services,0
3910.43,2657.72,0.466,0.68,1899.89,91098.31,2,0.567,8,242,HoReCa,1
6279.99,3490.72,0.797,0.556,16148.71,35471.43,1,0.368,20,628,Retail,0
8865.23,11432.94,0.276,1.29,15075.13,84390.04,4,0.339,32,978,Beauty,0
2442.95,1866.6,0.525,0.764,14282.21,0.0,0,0.0,25,766,Beauty,0
4257.51,1531.1,0.214,0.36,3515.75,100683.57,3,0.333,11,333,Retail,1
9644.28,6655.68,0.513,0.69,19043.25,54887.76,3,0.329,1,59,Beauty,0
5805.79,5499.28,0.348,0.947,7755.37,81534.9,2,0.352,10,326,Beauty,0
2304.07,2941.09,0.16,1.276,17293.26,91633.69,4,0.376,11,350,Beauty,0
3737.46,3520.89,0.409,0.942,10024.94,72217.51,3,0.538,8,251,Services,0
7477.49,5583.13,0.784,0.747,2788.38,21509.94,1,0.53,3,97,IT,0
1518.98,526.42,0.266,0.347,-1682.11,96004.97,4,0.647,4,143,IT,1
8031.68,5208.45,0.42,0.648,23873.53,52075.88,2,0.897,33,1018,Retail,0
3348.8,3954.14,0.546,1.181,-3952.59,70893.81,2,0.702,24,746,Services,1
3661.51,4568.78,0.115,1.248,-4508.97,106719.77,4,0.906,30,922,IT,1
4285.43,4014.66,0.341,0.937,2194.96,0.0,0,0.0,4,131,Services,0
6124.46,4236.45,0.107,0.692,22200.73,0.0,0,0.0,17,535,Retail,0
1558.34,1723.98,0.787,1.106,-3898.12,44162.05,1,0.543,9,271,IT,1
